cell,run,checkedBy,audience,pullRequest,text
gpt-6-sol-high,run-1,checked by gpt-6-sol,customer,235,"""You can count on the displayed status being reconciled after a successful change or restored after a rejection"" - The board reconciles with the server after success, but the detail view is only described as updating optimistically and restoring the previous ticket on rejection; server reconciliation after success is not established for the detail view."
gpt-6-sol-high,run-1,checked by gpt-6-sol,customer,245,"""Citations in Markdown answers: When the assistant quotes a passage title in a Markdown answer, a numbered citation badge appears beside it."" - The facts say anchoring depends on the model quoting the passage title verbatim; the wording makes a badge sound guaranteed whenever a title is quoted, without that limitation."
gpt-6-sol-high,run-2,checked by gpt-6-sol,technical,233,"""Add inline citation badges with hover and keyboard-focus previews to assistant answers."" - PR #233 initially added these badges, but PR #244 removed that implementation during integration and deferred inline badges to #243. PR #245 later reintroduced them over sanitized Markdown, so this wording incorrectly presents #233’s implementation as an addition in the integrated changelog."
gpt-6-sol-high,run-2,checked by gpt-6-sol,customer,233,"""**Citation badges in chat:** When the assistant cites a passage by title in an answer, a numbered badge appears beside it with a preview on hover or keyboard focus."" - This rephrases the earlier inline-badge implementation, which was removed during integration. Badges were subsequently reintroduced over sanitized Markdown by #245; describing the earlier chat implementation as a separate current feature is misleading."
gpt-6-sol-high,run-2,checked by gpt-6-sol,customer,233,"""You can check the source, heading, and snippet there; citations without a matching title remain in the numbered Sources list."" - As part of the separate 'Citation badges in chat' entry, this presents the superseded #233 implementation as an additional shipped feature. The current badge and Sources-list behavior comes from #245."
gpt-6-sol-high,run-3,checked by gpt-6-sol,technical,233,"""Add inline citation badges to assistant answers using `AnswerCitationLayout`."" - PR #233 introduced this layout, but PR #244 removed `AnswerCitationLayout` and its tests during integration, deferring inline badges. PR #245 later delivered badges using `AssistantMarkdown.Render` instead. The changelog presents the removed implementation as an addition in the release."
gpt-6-sol-high,run-3,checked by gpt-6-sol,customer,237,"""You can act on it while the usual ticket controls remain available, even when there are no suggestions."" - When there are no suggestions, the existing generic controls remain available, but there is no recommendation to act on and no recommendation button."
gpt-6-sol-high,run-3,checked by gpt-6-sol,customer,236,"""You can open a result with the arrow keys and Enter"" - Arrow keys move the selection; Enter opens the selected result. Arrow keys do not themselves open a result."
gpt-6-sol-low,run-1,checked by gpt-6-sol,technical,237,"""Make the first actionable `SuggestedNextSteps` item a primary ticket action, with remaining steps in an overflow menu."" - The first suggested step becomes the primary control. Actionable steps are ordered first, but when none are actionable, the first step is a non-clickable caption rather than an action."
gpt-6-sol-low,run-1,checked by gpt-6-sol,technical,233,"""Add inline assistant citation badges with hover and keyboard-focus previews, retaining unanchored citations in the sources list."" - Although #233 originally added these badges, #244 removed that implementation during integration and deferred inline badges. #245 later reintroduced them over sanitized Markdown. Listing #233 as an added feature misrepresents what remained in the integrated release."
gpt-6-sol-low,run-1,checked by gpt-6-sol,technical,223,"""Require the chat system prompt to confirm writes only after successful tool results"" - The prompt requires the assistant not to state that a write happened unless a tool call returned success. It does not require the assistant to seek confirmation after successful writes; it generally instructs the assistant not to re-ask for confirmation when the user has already requested a change."
gpt-6-sol-low,run-1,checked by gpt-6-sol,customer,218,"""before it starts streaming an answer"" - [#218] guarantees a check before the first streamed token when retrieved passages are present, but its force-once rule does not guarantee that passages retrieved later in a long chain are checked before the final answer. The wording presents the timing as applying to grounding checks generally."
gpt-6-sol-low,run-1,checked by gpt-6-sol,customer,213,"""You can count on the same chip styling in the queue, board, and ticket detail views."" - [#213] says those views now share one set of chip color tokens; it does not establish that their overall chip styling is identical."
gpt-6-sol-low,run-2,checked by gpt-6-sol,technical,233,"""Anchor citation badges in assistant answer text with hover and focus previews."" - PR #233 initially added inline badges, but PR #244 removed that implementation during integration and deferred inline badges to #243. They were later reintroduced over sanitized Markdown in PR #245, not retained from #233."
gpt-6-sol-low,run-2,checked by gpt-6-sol,customer,233,"""Citation badges appear beside matching titles in the assistant’s answer text."" - The fact for #233 describes badges inserted into plain answer text, but #244 says that implementation was removed when Markdown rendering took precedence. #245 reintroduced badges in sanitized Markdown answers, not in the earlier plain-text render path."
gpt-6-sol-low,run-3,checked by gpt-6-sol,technical,237,"""Add a primary ticket action based on the first actionable `SuggestedNextSteps` item."" - The first suggested step becomes the primary control; actionable steps are ordered first, but when none is actionable, the first step falls back to a caption rather than an action."
gpt-6-sol-low,run-3,checked by gpt-6-sol,technical,233,"""Add inline citation badges with hover and focus previews to assistant answers."" - Although #233 initially added these badges, #244 removed that implementation during integration and deferred inline badges. They were subsequently reintroduced by #245 over sanitized Markdown, so this wording misleadingly presents #233 as a delivered addition."
gpt-6-sol-low,run-3,checked by gpt-6-sol,customer,218,"""Assistant and worker answers based on retrieved knowledge-base passages now receive a grounding check before the answer starts streaming"" - The forced check runs once after passages appear. The facts explicitly say it does not guarantee that passages retrieved later in a longer chain are checked before the final answer, so this wording overstates the coverage."
gpt-6-sol-low,run-3,checked by gpt-6-sol,customer,223,"""unless a genuine decision remains"" - The prompt policy allows asking before a write for genuine user decisions, but says not to re-ask after the user has already requested a change or after correcting a mistake. This exception makes it sound as though a previously requested change may be reconfirmed."
gpt-6-sol-medium,run-1,checked by gpt-6-sol,technical,233,"""Add inline citation badges to assistant answers using `AnswerCitationLayout`."" - PR #233 initially added these badges, but PR #244 removed `AnswerCitationLayout` and its tests when integrating M9. PR #245 subsequently delivered inline badges using `AssistantMarkdown.Render`, not `AnswerCitationLayout`."
gpt-6-sol-medium,run-1,checked by gpt-6-sol,customer,235,"""You can count on a rejected change restoring the previous status and showing an error code."" - [#235] says rejected changes restore the previous state and show a snackbar carrying the ProblemDetails code. The statement's categorical guarantee goes beyond the stated behavior, particularly for every rejected change, but the described behavior is supported."
gpt-6-sol-medium,run-1,checked by gpt-6-sol,customer,244,"""You can count on the assistant displaying formatted answers rather than raw Markdown."" - [#244] verifies Markdown formatting in a real-browser pass on the merged assistant page, but does not establish an unconditional guarantee for all assistant answers."
gpt-6-sol-medium,run-2,checked by gpt-6-sol,technical,233,"""Add inline citation badges to assistant answers, with hover and keyboard-focus previews."" - Although #233 initially added badges, #244 removed that implementation during integration and deferred inline badges; #245 subsequently reintroduced them over sanitized Markdown. Presenting #233 as a separate addition in this integrated changelog misrepresents what survived."
gpt-6-sol-medium,run-2,checked by gpt-6-sol,customer,237,"""A ticket’s first actionable suggestion now appears as a button or agent picker"" - The first actionable suggestion becomes the primary control, but only status changes use a button and assignments use an agent picker. Other actionable suggestions, such as comments, are routed through the comments tab; the facts do not establish that every first actionable suggestion appears as a button or picker."
gpt-6-sol-medium,run-2,checked by gpt-6-sol,customer,223,"""When you request a ticket change, the assistant may ask you to confirm it again or claim it succeeded without a successful result."" - The live reproduction did not reproduce either field behavior in five turns. The PR added prompt rules to prevent these behaviors; it does not establish that they were still occurring before this change."
gpt-6-sol-medium,run-3,checked by gpt-6-sol,technical,233,"""Anchor streamed `AssistantCitation` values as inline badges in the assistant answer."" - Although #233 initially implemented inline badges, #244 removed that implementation during integration and deferred the badges. #245 later reintroduced them over sanitized Markdown. Listing #233 as a delivered addition misrepresents what shipped."
gpt-6-sol-medium,run-3,checked by gpt-6-sol,customer,223,"""The assistant could claim a ticket change had happened without a successful result or ask for confirmation again after you had already requested it."" - [#223] says neither behavior reproduced in five live turns before the prompt change; earlier mitigation had resolved the observed behavior. The PR added explicit policy, not a demonstrated fix for these behaviors."
gpt-6-sol-medium,run-3,checked by gpt-6-sol,customer,223,"""not to ask again unless the ticket match is ambiguous, required information is missing, intent is in doubt for a hard-to-reverse action, or a routing suggestion is uncertain."" - [#223] permits asking before a write in those circumstances. Saying “not to ask again unless” changes the policy by implying repeated confirmation is permitted for those exceptions."
qwen3-14b-checked-by-granite4.1-guardian-8b,run-1,checked by granite,technical,244,"""This release will integrate the M9 - Frontend Redesign milestone into `main` and add the v1.9.0 release notes. ([#244](https://github.com/goldbarth/ServiceDeskLite/pull/244))"" - The fact states: 'Integrates the complete **M9 - Frontend Redesign** milestone into `main` and adds the v1.9.0 release notes.' This matches the claim, so it is supported."
qwen3-14b-checked-by-granite4.1-guardian-8b,run-1,checked by granite,customer,245,"""Inline citation badges are now available in the assistant's Markdown answers"" - The changelog mentions that inline citation badges are now available in the assistant's Markdown answers, but it does not explicitly state that this change is permanent or that it is available in the current version. The changelog also does not mention any specific changes to the Markdown editor or how users can access these inline citation badges. Without more information, it is unclear whether this change is fully implemented and available for use in the current version of the application."
qwen3-14b-checked-by-granite4.1-guardian-8b,run-1,checked by granite,customer,237,"""The primary action from suggested next steps is now displayed as a button in the ticket header"" - The changelog mentions that the primary action from suggested next steps is now displayed as a button in the ticket header, but it does not specify whether this change is permanent or available in the current version. The changelog also does not provide any information on how users can access this new button or what it does. Without more information, it is unclear whether this change is fully implemented and available for use in the current version of the application."
