run,item,kind,axis,verdict,rubric_commit,note
opus-5-out,o5-26,fixed,C5,fail,a10060f,"""Both were found by running `chartula preview --tag v0.1.0`..."" opens on the subject ""Both""."
opus-5-out,o5-27,fixed,A1,pass,a10060f,"""The ceiling is now always sent, configurable via `llm.maxOutputTokens` and defaulting to 16000"" - this is the axis's own pass example, output stops being cut off."
opus-5-out,o5-27,fixed,C1,fail,a10060f,"""It failed silently: the run reported success and the thorough check spent 56,712 tokens flagging the severed sentence as an unsupported claim, a real bug symptom read as a hallucination."" - root cause, symptom evidence and the fix told across four sentences on one change, the same shape as the axis's own ""paragraph on one change"" example."
opus-5-out,o5-27,fixed,C2,fail,a10060f,"the entry ends ""The ceiling is now always sent, configurable via `llm.maxOutputTokens` and defaulting to 16000."" with no PR, issue or commit reference anywhere in it."
opus-5-out,o5-27,fixed,C3,pass,a10060f,"Same PR #70; ""*Truncation in `ChatModel`*: calls went out without `ChatOptions`..."" bears no resemblance to the PR title at all - an independently written sub-issue."
opus-5-out,o5-27,fixed,C4,pass,a10060f,"""The provider requires `max_tokens` and substitutes its own default of 1024 when absent, cutting all three audience texts off mid-word ... The ceiling is now always sent"" - concrete before/after."
opus-5-out,o5-27,fixed,C5,fail,a10060f,"""calls went out without `ChatOptions`, so `MaxOutputTokens` was never set."" opens on ""calls"", not the imperative ""Call""."
opus-5-out,o5-28,fixed,A1,pass,a10060f,"""Matching now follows the Conventional Commits footer: uppercase, start of line, colon-terminated"" - the breaking flag the reader sees on entries is no longer wrong for six of thirty-three changes."
opus-5-out,o5-28,fixed,C1,fail,a10060f,"""Six of the thirty-three changes in v0.1.0 were mislabelled and none were breaking; #65, which described a setting called breaking-change prominence, was marked breaking for saying so."" - root cause, impact and fix told across three sentences on one change."
opus-5-out,o5-28,fixed,C2,fail,a10060f,"the entry ends ""Matching now follows the Conventional Commits footer: uppercase, start of line, colon-terminated."" with no reference anywhere in it."
opus-5-out,o5-28,fixed,C3,pass,a10060f,"Same PR #70; ""*False breaking changes in `ConventionalCommitCategorizer`*..."" likewise bears no resemblance to the PR title - independently written."
opus-5-out,o5-28,fixed,C4,pass,a10060f,"""prose *discussing* breaking changes *declared* one ... Matching now follows the Conventional Commits footer: uppercase, start of line, colon-terminated"" - concrete before/after."
opus-5-out,o5-28,fixed,C5,fail,a10060f,"""`MentionsBreakingChange` searched the whole body..."" opens on a code identifier."
opus-5-out,o5-29,changed,A1,fail,a10060f,"""the docs still described a project being planned ... Fixed"" - every item listed (usage wording, example yaml completeness, badge text, table format, dead links, SDK version in CONTRIBUTING) documents existing behaviour rather than changing it, the case rule 3 excludes."
opus-5-out,o5-29,changed,C1,fail,a10060f,"""`Usage` called the commands 'planned entry points'... the status badge said 'early development'... CONTRIBUTING asked for 'the .NET SDK'... Adds `docs/architecture.md`... Verified: all 24 relative links..."" - at least six independently listable documentation fixes reported as one entry, the clearest rule-1 failure in the run."
opus-5-out,o5-29,changed,C2,pass,a10060f,"""([#69](https://github.com/goldbarth/chartula/pull/69))"" stands inline at the end of the same bullet."
opus-5-out,o5-29,changed,C3,pass,a10060f,"PR #69 is titled ""bring the docs up to what Chartula actually is""; the heading paraphrases it (""Docs brought up to...""), and the entry then lists specific fixes the title never names - written out at length."
opus-5-out,o5-29,changed,C4,pass,a10060f,"""`Usage` called the commands 'planned entry points' and showed `chartula preview` without the required `--tag` and `--repo`"" - one of many concrete, self-contained fixes named in the entry."
opus-5-out,o5-29,changed,C5,fail,a10060f,"""Phase 1 is complete, but the docs still described a project being planned."" opens on the subject ""Phase""."
opus-5-out,o5-30,changed,A1,fail,a10060f,"""This is a pure refactor: the prompt text is byte-for-byte unchanged ... which is the proof there is no behaviour change"" - the entry itself states there is no behavioural difference."
opus-5-out,o5-30,changed,C1,fail,a10060f,"""This is a pure refactor: the prompt text is byte-for-byte unchanged, and the existing prompt-content assertions pass without modification, which is the proof there is no behaviour change."" - one change, three sentences of narrative including its own proof-of-no-change."
opus-5-out,o5-30,changed,C2,pass,a10060f,"""([#54](https://github.com/goldbarth/chartula/pull/54))"" ends the same bullet."
opus-5-out,o5-30,changed,C3,pass,a10060f,"PR #54 is titled ""move prompt text into a partial class""; the heading paraphrases it (""Prompt text moved into...""), and the entry adds the file split and the byte-for-byte-unchanged proof - not a copy."
opus-5-out,o5-30,changed,C4,pass,a10060f,"""`ChangelogPromptBuilder` is now a `partial` class split across two files ... the prompt text is byte-for-byte unchanged"" - concrete, including an explicit no-behaviour-change note."
opus-5-out,o5-30,changed,C5,fail,a10060f,"""`ChangelogPromptBuilder` is now a `partial` class..."" opens on a code identifier."
